-1.71432,-1.66039,-1.86725
1.24334,-1.30178,-1.71485
0.617939,-0.779635,-1.80316
-1.26457,-0.459154,-1.87128
-1.66237,-1.45937,-1.96153
0.235964,1.19197,-1.21212
0.438471,-1.46011,-1.99302
-1.5508,1.16719,-1.36195
1.30741,1.49993,-0.605484
0.768826,-0.845789,-1.98429
1.16994,0.0441162,-1.99547
-0.524526,1.64207,-1.53639
-0.144502,-0.385968,-1.07696
-0.141989,0.97827,-1.89797
1.97556,0.118321,-1.33497
1.89947,0.695364,-1.6988
0.456183,-0.523732,-1.81941
-0.799461,0.208766,-1.89855
0.733564,1.33468,1.51511
0.648039,1.55386,-0.93779
-1.31441,0.402481,0.249181
1.33348,-1.57876,-0.340792
1.58795,0.883029,-1.38952
0.384682,-1.69142,-1.68097
-1.28049,1.81237,-1.2874
-0.390048,0.804165,-1.79088
1.73273,1.03988,1.54939
-1.40449,0.142355,-1.16563
-0.224821,-1.36246,0.179285
1.40004,1.40118,-1.3781
-0.704033,-1.64194,-1.75023
-0.140234,0.825683,-0.23797
-1.60923,-1.51547,-0.0406118
0.791879,0.708549,-1.96943
1.37795,-1.93904,-1.89368
-0.276361,-1.75953,-1.97348
-1.99829,0.0516396,-1.83962
0.0713507,-0.455085,1.098
1.95244,0.305711,-1.91394
0.6823,-0.0713984,-1.52374
1.51719,-1.60935,-1.58981
1.26588,-1.53736,-0.175182
-1.38823,-0.777307,-1.85207
1.99859,-1.74723,-1.3703
-0.0951795,-1.6752,-1.3496
-0.751542,-0.734349,-1.30563
-0.0384659,-0.257098,-0.816386
1.18224,1.89356,-1.08518
0.823137,1.59589,-1.10541
0.315157,-0.654794,-1.75788
1.39097,0.540348,-1.38666
0.265345,1.0051,-0.208134
-1.11081,0.240523,-1.35668
-1.28604,0.951625,-1.89449
-0.324644,-0.360539,-0.992463
0.990042,-0.269395,-0.342902
-0.0665102,-1.91507,-0.306445
0.798921,-0.182375,0.396786
1.67323,1.7326,-1.10492
-1.38684,-0.676228,-1.19614
1.60814,0.285099,-1.9274
0.168753,-1.82778,-1.58262
-0.385757,-0.120893,-0.610654
-1.263,1.10242,-0.623777
-1.24531,-0.917365,-0.171499
-0.435425,0.623698,-0.147647
0.93669,0.13701,-1.86672
1.61194,-1.679,-0.618822
-1.79069,-0.401514,-1.81999
1.96456,1.89104,0.337694
-0.915652,1.158,-0.174157
1.64029,0.706522,-1.71406
-0.625387,0.323975,-1.9894
-1.66525,-1.61792,-1.90751
0.468119,-1.35655,-0.214467
1.82151,1.32087,-1.74367
1.44253,0.822409,1.85654
1.95376,0.870376,-0.620305
1.65706,1.46535,-1.62741
-1.84884,-0.0141888,-1.4039
1.18701,-1.30645,-0.508414
-1.78998,1.78572,-0.290284
0.110224,-1.00881,-1.68556
0.978107,1.32387,-1.36433
0.608572,1.74617,-1.96706
1.25334,-0.573511,-1.81181
1.63502,-1.93827,-1.97468
0.361088,-0.185404,-1.93842
1.1579,0.276195,-1.78706
1.57609,-0.0727699,-0.57428
0.0135927,1.40519,-1.22297
-0.828533,1.07757,-1.98496
0.910741,-0.368713,-1.75427
1.62357,1.14587,-1.74447
-0.462547,-0.766093,1.01231
0.729148,-0.977878,-1.75254
1.18351,1.57633,-1.10198
-0.707505,-1.95903,-0.246145
0.864032,1.07105,-0.784194
-0.922858,0.657718,-1.68022
-0.969717,-0.562737,0.807511
0.0199794,-0.46335,-1.99954
-0.0113115,0.341679,-1.04169
1.47847,-1.00819,-1.69755
-0.70749,-1.47035,-1.38835
-0.691265,1.88171,-1.6437
-1.52367,-1.2033,-1.76204
